modulus,mask_proportion,shots,successes
3377,0.1,45000,10661.681640625
3377,0.9,45000,1186.9752197265625
3377,0.01,45000,11655.6806640625
3379,0,45000,15549.6337890625
3379,0.5,45000,7624.65576171875
3379,0.1,45000,14022.7685546875
3379,0.9,45000,1563.278564453125
3379,0.01,45000,15441.4150390625
3383,0,45000,23420.388671875
3383,0.5,45000,12515.1923828125
3383,0.1,45000,22238.4375
3383,0.9,45000,2469.24169921875
3383,0.01,45000,23334.1953125
3385,0,45000,17612.0078125
3385,0.5,45000,9006.1962890625
3385,0.1,45000,16320.1962890625
3385,0.9,45000,1820.71630859375
3385,0.01,45000,17476.951171875
3387,0,45000,21560.91796875
3387,0.5,45000,11046.6904296875
3387,0.1,45000,19526.453125
3387,0.9,45000,2175.29833984375
3387,0.01,45000,21381.58203125
3397,0,45000,9858.951171875
3397,0.5,45000,4881.03515625
3397,0.1,45000,9044.67578125
3397,0.9,45000,1007.7696533203125
3397,0.01,45000,9812.2109375
3401,0,45000,11327.1923828125
3401,0.5,45000,5491.10205078125
3401,0.1,45000,10371.7890625
3401,0.9,45000,1151.141357421875
3401,0.01,45000,11232.5126953125
3403,0,45000,20793.068359375
3403,0.5,45000,9629.193359375
3403,0.1,45000,17740.51953125
3403,0.9,45000,1970.0609130859375
3403,0.01,45000,20557.6328125
3409,0,45000,13523.2568359375
3409,0.5,45000,7178.80126953125
3409,0.1,45000,12599.41015625
3409,0.9,45000,1404.468505859375
3409,0.01,45000,13449.14453125
3415,0,45000,24890.62109375
3415,0.5,45000,12205.1669921875
3415,0.1,45000,22645.287109375
3415,0.9,45000,2511.76318359375
3415,0.01,45000,24674.73828125
3419,0,45000,19027.228515625
3419,0.5,45000,9859.244140625
3419,0.1,45000,17385.8125
3419,0.9,45000,1930.199951171875
3419,0.01,45000,18923.626953125
3421,0,45000,13593.603515625
3421,0.5,45000,6772.927734375
3421,0.1,45000,12313.4453125
3421,0.9,45000,1368.7398681640625
3421,0.01,45000,13487.5888671875
3427,0,45000,19275.166015625
3427,0.5,45000,9605.58203125
3427,0.1,45000,17523.505859375
3427,0.9,45000,1948.56103515625
3427,0.01,45000,19150.541015625
3431,0,45000,17646.33984375
3431,0.5,45000,9079.8564453125
3431,0.1,45000,15925.2666015625
3431,0.9,45000,1770.3834228515625
3431,0.01,45000,17575.2734375
3437,0,45000,11542.94140625
3437,0.5,45000,5881.2861328125
3437,0.1,45000,10638.4921875
3437,0.9,45000,1182.1279296875
3437,0.01,45000,11483.01953125
3439,0,45000,13823.958984375
3439,0.5,45000,6611.16064453125
3439,0.1,45000,12311.16015625
3439,0.9,45000,1377.226806640625
3439,0.01,45000,13771.130859375
3443,0,45000,17791.23828125
3443,0.5,45000,8986.8359375
3443,0.1,45000,16347.1015625
3443,0.9,45000,1814.1461181640625
3443,0.01,45000,17624.4375
3453,0,45000,21624.90234375
3453,0.5,45000,10725.6142578125
3453,0.1,45000,19515.640625
3453,0.9,45000,2166.736328125
3453,0.01,45000,21439.849609375
3455,0,45000,22757.275390625
3455,0.5,45000,12515.021484375
3455,0.1,45000,21380.74609375
3455,0.9,45000,2369.28759765625
3455,0.01,45000,22636.11328125
3459,0,45000,16530.931640625
3459,0.5,45000,8049.15673828125
3459,0.1,45000,15010.705078125
3459,0.9,45000,1666.5216064453125
3459,0.01,45000,16347.5390625
3473,0,45000,11609.6572265625
3473,0.5,45000,6025.87646484375
3473,0.1,45000,10518.91015625
3473,0.9,45000,1169.755615234375
3473,0.01,45000,11508.6552734375
3487,0,45000,20812.0859375
3487,0.5,45000,10568.7626953125
3487,0.1,45000,18929.623046875
3487,0.9,45000,2104.9580078125
3487,0.01,45000,20661.78125
3489,0,45000,14379.0029296875
3489,0.5,45000,7861.91455078125
3489,0.1,45000,13346.4130859375
3489,0.9,45000,1481.77734375
3489,0.01,45000,14297.50390625
3493,0,45000,11654.546875
3493,0.5,45000,5838.1748046875
3493,0.1,45000,10845.22265625
3493,0.9,45000,1202.033447265625
3493,0.01,45000,11575.1884765625
3497,0,45000,18861.724609375
3497,0.5,45000,9803.4638671875
3497,0.1,45000,16975.572265625
3497,0.9,45000,1883.2451171875
3497,0.01,45000,18677.205078125
3503,0,45000,20509.107421875
3503,0.5,45000,10476.1611328125
3503,0.1,45000,19089.634765625
3503,0.9,45000,2114.576171875
3503,0.01,45000,20414.990234375
3505,0,45000,19994.9375
3505,0.5,45000,10664.1982421875
3505,0.1,45000,18573.072265625
3505,0.9,45000,2070.337158203125
3505,0.01,45000,19848.0859375
3513,0,45000,14527.7802734375
3513,0.5,45000,7888.6279296875
3513,0.1,45000,13374.662109375
3513,0.9,45000,1484.8944091796875
3513,0.01,45000,14394.537109375
3521,0,45000,15027.86328125
3521,0.5,45000,7571.63525390625
3521,0.1,45000,13559.0869140625
3521,0.9,45000,1503.462890625
3521,0.01,45000,14914.453125
3523,0,45000,19189.53125
3523,0.5,45000,9473.2587890625
3523,0.1,45000,17545.251953125
3523,0.9,45000,1948.03662109375
3523,0.01,45000,19107.314453125
3543,0,45000,25935.12109375
3543,0.5,45000,13003.0048828125
3543,0.1,45000,23428.71484375
3543,0.9,45000,2597.006103515625
3543,0.01,45000,25721.384765625
3545,0,45000,18957.74609375
3545,0.5,45000,10186.5927734375
3545,0.1,45000,17675.2734375
3545,0.9,45000,1970.5572509765625
3545,0.01,45000,18844.998046875
3551,0,45000,18250.30859375
3551,0.5,45000,9178.8447265625
3551,0.1,45000,16685.8359375
3551,0.9,45000,1856.8624267578125
3551,0.01,45000,18198.271484375
3561,0,45000,11144.85546875
3561,0.5,45000,6480.25
3561,0.1,45000,10589.0341796875
3561,0.9,45000,1174.9559326171875
3561,0.01,45000,11084.0537109375
3563,0,45000,23622.095703125
3563,0.5,45000,11512.75
3563,0.1,45000,20878.361328125
3563,0.9,45000,2314.40673828125
3563,0.01,45000,23378.306640625
3569,0,45000,11345.7197265625
3569,0.5,45000,5913.26220703125
3569,0.1,45000,10391.34765625
3569,0.9,45000,1156.7830810546875
3569,0.01,45000,11256.6591796875
3579,0,45000,22418.412109375
3579,0.5,45000,11546.1845703125
3579,0.1,45000,20366.4609375
3579,0.9,45000,2259.565673828125
3579,0.01,45000,22232.748046875
3587,0,45000,23648.650390625
3587,0.5,45000,13307.845703125
3587,0.1,45000,22361.796875
3587,0.9,45000,2489.307373046875
3587,0.01,45000,23553.869140625
3589,0,45000,21167.25390625
3589,0.5,45000,11843.3740234375
3589,0.1,45000,19814.708984375
3589,0.9,45000,2197.01123046875
3589,0.01,45000,21109.580078125
3595,0,45000,25182.44140625
3595,0.5,45000,13460.7197265625
3595,0.1,45000,23529.32421875
3595,0.9,45000,2605.7861328125
3595,0.01,45000,25016.044921875
3599,0,45000,16120.08984375
3599,0.5,45000,7706.64501953125
3599,0.1,45000,14134.6708984375
3599,0.9,45000,1570.1492919921875
3599,0.01,45000,16047.71484375
3601,0,45000,15567.26171875
3601,0.5,45000,8441.79296875
3601,0.1,45000,14333.88671875
3601,0.9,45000,1585.4920654296875
3601,0.01,45000,15429.1689453125
3603,0,45000,17436.435546875
3603,0.5,45000,8749.2763671875
3603,0.1,45000,15592.9267578125
3603,0.9,45000,1726.5948486328125
3603,0.01,45000,17210.6796875
3611,0,45000,16651.091796875
3611,0.5,45000,8541.9404296875
3611,0.1,45000,15023.583984375
3611,0.9,45000,1673.0096435546875
3611,0.01,45000,16483.486328125
3629,0,45000,12358.970703125
3629,0.5,45000,5959.578125
3629,0.1,45000,11240.3662109375
3629,0.9,45000,1251.16015625
3629,0.01,45000,12240.15234375
3635,0,45000,21499.224609375
3635,0.5,45000,11540.65625
3635,0.1,45000,20453.375
3635,0.9,45000,2270.2607421875
3635,0.01,45000,21408.69921875
3639,0,45000,20845.083984375
3639,0.5,45000,10662.375
3639,0.1,45000,18922.87890625
3639,0.9,45000,2100.048095703125
3639,0.01,45000,20674.7421875
3641,0,45000,11737.3505859375
3641,0.5,45000,5830.49365234375
3641,0.1,45000,10777.0244140625
3641,0.9,45000,1198.6474609375
3641,0.01,45000,11626.451171875
3647,0,45000,18030.328125
3647,0.5,45000,9429.7568359375
3647,0.1,45000,16404.869140625
3647,0.9,45000,1824.9849853515625
3647,0.01,45000,17924.3515625
3649,0,45000,18822.376953125
3649,0.5,45000,9512.47265625
3649,0.1,45000,17095.404296875
3649,0.9,45000,1894.10888671875
3649,0.01,45000,18660.40234375
3651,0,45000,23115.23046875
3651,0.5,45000,11646.76953125
3651,0.1,45000,20895.826171875
3651,0.9,45000,2321.427001953125
3651,0.01,45000,22912.2421875
3653,0,45000,19914.857421875
3653,0.5,45000,9760.107421875
3653,0.1,45000,18357.9765625
3653,0.9,45000,2035.4393310546875
3653,0.01,45000,19752.583984375
3661,0,45000,11233.763671875
3661,0.5,45000,5713.72265625
3661,0.1,45000,10600.087890625
3661,0.9,45000,1181.6474609375
3661,0.01,45000,11180.599609375
3665,0,45000,21468.447265625
3665,0.5,45000,10753.322265625
3665,0.1,45000,19527.05078125
3665,0.9,45000,2175.90478515625
3665,0.01,45000,21295.798828125
3667,0,45000,20190.166015625
3667,0.5,45000,10266.890625
3667,0.1,45000,18637.078125
3667,0.9,45000,2075.00830078125
3667,0.01,45000,20093.81640625
3669,0,45000,22110.55078125
3669,0.5,45000,11008.951171875
3669,0.1,45000,19915.869140625
3669,0.9,45000,2208.434814453125
3669,0.01,45000,21879.169921875
3679,0,45000,17553.576171875
3679,0.5,45000,9248.275390625
3679,0.1,45000,16059.3056640625
3679,0.9,45000,1786.5855712890625
3679,0.01,45000,17441.91796875
3683,0,45000,17467.65234375
3683,0.5,45000,9198.5458984375
3683,0.1,45000,16044.671875
3683,0.9,45000,1778.993896484375
3683,0.01,45000,17403.1484375
3687,0,45000,28076.30078125
3687,0.5,45000,14006.8828125
3687,0.1,45000,25359.091796875
3687,0.9,45000,2813.264892578125
3687,0.01,45000,27813.1328125
3693,0,45000,16389.5078125
3693,0.5,45000,8719.7490234375
3693,0.1,45000,15098.517578125
3693,0.9,45000,1672.2022705078125
3693,0.01,45000,16239.4833984375
3695,0,45000,20536.09375
3695,0.5,45000,11862.84375
3695,0.1,45000,19673.9765625
3695,0.9,45000,2183.157958984375
3695,0.01,45000,20452.349609375
3707,0,45000,16992.955078125
3707,0.5,45000,9189.36328125
3707,0.1,45000,15694.0166015625
3707,0.9,45000,1747.46044921875
3707,0.01,45000,16799.11328125
3711,0,45000,21777.037109375
3711,0.5,45000,11123.708984375
3711,0.1,45000,19730.79296875
3711,0.9,45000,2195.266845703125
3711,0.01,45000,21591.818359375
3713,0,45000,11602.232421875
3713,0.5,45000,5798.9482421875
3713,0.1,45000,10446.998046875
3713,0.9,45000,1157.8636474609375
3713,0.01,45000,11538.162109375
3715,0,45000,24879.0390625
3715,0.5,45000,12902.51953125
3715,0.1,45000,23055.35546875
3715,0.9,45000,2557.254150390625
3715,0.01,45000,24708.275390625
3737,0,45000,15619.2685546875
3737,0.5,45000,8543.24609375
3737,0.1,45000,14328.5302734375
3737,0.9,45000,1591.3458251953125
3737,0.01,45000,15488.1923828125
3743,0,45000,17409.146484375
3743,0.5,45000,8549.1435546875
3743,0.1,45000,15853.544921875
3743,0.9,45000,1760.6578369140625
3743,0.01,45000,17305.865234375
3747,0,45000,18328.654296875
3747,0.5,45000,9068.775390625
3747,0.1,45000,16441.7421875
3747,0.9,45000,1826.6529541015625
3747,0.01,45000,18155.642578125
3749,0,45000,11400.9296875
3749,0.5,45000,5767.31982421875
3749,0.1,45000,10224.9912109375
3749,0.9,45000,1136.3218994140625
3749,0.01,45000,11368.9560546875
3755,0,45000,23439.2734375
3755,0.5,45000,12655.689453125
3755,0.1,45000,21757.564453125
3755,0.9,45000,2415.011962890625
3755,0.01,45000,23275.076171875
3763,0,45000,18456.55859375
3763,0.5,45000,9046.57421875
3763,0.1,45000,16842.373046875
3763,0.9,45000,1869.0062255859375
3763,0.01,45000,18397.880859375
3777,0,45000,11288.7099609375
3777,0.5,45000,6621.939453125
3777,0.1,45000,10716.14453125
3777,0.9,45000,1199.3857421875
3777,0.01,45000,11231.568359375
3781,0,45000,9806.9501953125
3781,0.5,45000,5102.12353515625
3781,0.1,45000,8993.62109375
3781,0.9,45000,997.7872924804688
3781,0.01,45000,9730.3271484375
3785,0,45000,20726.794921875
3785,0.5,45000,10529.5576171875
3785,0.1,45000,18997.94921875
3785,0.9,45000,2117.875
3785,0.01,45000,20506.94921875
3787,0,45000,16113.212890625
3787,0.5,45000,7840.9765625
3787,0.1,45000,14815.9384765625
3787,0.9,45000,1645.9976806640625
3787,0.01,45000,16033.224609375
3791,0,45000,24120.44921875
3791,0.5,45000,11180.875
3791,0.1,45000,21590.201171875
3791,0.9,45000,2400.031005859375
3791,0.01,45000,23996.75390625
3799,0,45000,18049.02734375
3799,0.5,45000,9075.6357421875
3799,0.1,45000,16558.671875
3799,0.9,45000,1840.97705078125
3799,0.01,45000,17959.296875
3805,0,45000,23610.865234375
3805,0.5,45000,12220.5302734375
3805,0.1,45000,21546.9609375
3805,0.9,45000,2397.13818359375
3805,0.01,45000,23432.91015625
3809,0,45000,16627.287109375
3809,0.5,45000,8550.1015625
3809,0.1,45000,15157.4169921875
3809,0.9,45000,1683.2152099609375
3809,0.01,45000,16489.6796875
3811,0,45000,15644.2646484375
3811,0.5,45000,8398.4951171875
3811,0.1,45000,14470.775390625
3811,0.9,45000,1606.4620361328125
3811,0.01,45000,15626.5751953125
3817,0,45000,11275.9326171875
3817,0.5,45000,5898.4423828125
3817,0.1,45000,10266.6103515625
3817,0.9,45000,1140.27587890625
3817,0.01,45000,11171.2548828125
3827,0,45000,20677.068359375
3827,0.5,45000,10541.974609375
3827,0.1,45000,19079.416015625
3827,0.9,45000,2126.544189453125
3827,0.01,45000,20631.236328125
3829,0,45000,13189.734375
3829,0.5,45000,6652.115234375
3829,0.1,45000,11855.556640625
3829,0.9,45000,1314.7149658203125
3829,0.01,45000,13100.1123046875
3831,0,45000,25484.513671875
3831,0.5,45000,12787.84375
3831,0.1,45000,23014.06640625
3831,0.9,45000,2552.014404296875
3831,0.01,45000,25248.970703125
3837,0,45000,19086.005859375
3837,0.5,45000,9747.0166015625
3837,0.1,45000,17369.205078125
3837,0.9,45000,1935.6431884765625
3837,0.01,45000,18925.576171875
3839,0,45000,16999.078125
3839,0.5,45000,8489.861328125
3839,0.1,45000,15438.853515625
3839,0.9,45000,1720.1937255859375
3839,0.01,45000,16867.236328125
3841,0,45000,12406.5654296875
3841,0.5,45000,6250.13232421875
3841,0.1,45000,11204.16796875
3841,0.9,45000,1243.8135986328125
3841,0.01,45000,12296.2001953125
3845,0,45000,18217.640625
3845,0.5,45000,9063.7333984375
3845,0.1,45000,16186.654296875
3845,0.9,45000,1802.634033203125
3845,0.01,45000,17932.51953125
3849,0,45000,11260.9169921875
3849,0.5,45000,6575.24365234375
3849,0.1,45000,10694.515625
3849,0.9,45000,1191.904541015625
3849,0.01,45000,11208.3349609375
3859,0,45000,24539.857421875
3859,0.5,45000,13369.11328125
3859,0.1,45000,22451.94921875
3859,0.9,45000,2497.698486328125
3859,0.01,45000,24280.314453125
3865,0,45000,16887.298828125
3865,0.5,45000,8736.025390625
3865,0.1,45000,15776.681640625
3865,0.9,45000,1754.3865966796875
3865,0.01,45000,16766.02734375
3867,0,45000,21500.6875
3867,0.5,45000,10974.1650390625
3867,0.1,45000,19452.630859375
3867,0.9,45000,2161.060302734375
3867,0.01,45000,21332.23828125
3869,0,45000,19775.349609375
3869,0.5,45000,9666.640625
3869,0.1,45000,17662.146484375
3869,0.9,45000,1960.5921630859375
3869,0.01,45000,19683.814453125
3873,0,45000,17478.28515625
3873,0.5,45000,9325.5947265625
3873,0.1,45000,16065.87890625
3873,0.9,45000,1784.5992431640625
3873,0.01,45000,17320.955078125
3883,0,45000,21912.94140625
3883,0.5,45000,10732.6884765625
3883,0.1,45000,19614.80859375
3883,0.9,45000,2176.91064453125
3883,0.01,45000,21653.732421875
3891,0,45000,17983.119140625
3891,0.5,45000,8724.595703125
3891,0.1,45000,16180.26953125
3891,0.9,45000,1795.8226318359375
3891,0.01,45000,17778.013671875
3893,0,45000,24702.763671875
3893,0.5,45000,11809.669921875
3893,0.1,45000,22198.1953125
3893,0.9,45000,2460.35595703125
3893,0.01,45000,24552.525390625
3899,0,45000,23609.818359375
3899,0.5,45000,11636.14453125
3899,0.1,45000,20868.501953125
3899,0.9,45000,2319.39892578125
3899,0.01,45000,23351.490234375
3901,0,45000,11577.8798828125
3901,0.5,45000,5802.4755859375
3901,0.1,45000,10455.66796875
3901,0.9,45000,1159.504638671875
3901,0.01,45000,11472.51953125
3903,0,45000,16985.892578125
3903,0.5,45000,8790.2080078125
3903,0.1,45000,15487.5244140625
3903,0.9,45000,1721.9007568359375
3903,0.01,45000,16863.0625
3909,0,45000,16591.146484375
3909,0.5,45000,8702.3779296875
3909,0.1,45000,15240.703125
3909,0.9,45000,1694.467529296875
3909,0.01,45000,16466.98046875
3921,0,45000,11203.5380859375
3921,0.5,45000,6542.6240234375
3921,0.1,45000,10638.7939453125
3921,0.9,45000,1182.73779296875
3921,0.01,45000,11145.28125
3935,0,45000,22190.4921875
3935,0.5,45000,11844.490234375
3935,0.1,45000,20998.0625
3935,0.9,45000,2325.699951171875
3935,0.01,45000,22062.302734375
3937,0,45000,10339.5361328125
3937,0.5,45000,5585.125
3937,0.1,45000,9751.8076171875
3937,0.9,45000,1083.8529052734375
3937,0.01,45000,10290.619140625
3941,0,45000,11284.169921875
3941,0.5,45000,6306.9609375
3941,0.1,45000,10360.9912109375
3941,0.9,45000,1148.890380859375
3941,0.01,45000,11199.0693359375
3949,0,45000,13420.5615234375
3949,0.5,45000,6730.3125
3949,0.1,45000,12092.2646484375
3949,0.9,45000,1344.3238525390625
3949,0.01,45000,13295.91015625
3953,0,45000,11342.6953125
3953,0.5,45000,5698.60986328125
3953,0.1,45000,10282.3583984375
3953,0.9,45000,1141.485107421875
3953,0.01,45000,11262.8369140625
3957,0,45000,22459.046875
3957,0.5,45000,11204.3828125
3957,0.1,45000,20225.185546875
3957,0.9,45000,2249.8212890625
3957,0.01,45000,22243.716796875
3959,0,45000,16922.046875
3959,0.5,45000,8556.1435546875
3959,0.1,45000,15538.1181640625
3959,0.9,45000,1725.041259765625
3959,0.01,45000,16833.49609375
3961,0,45000,25282.3046875
3961,0.5,45000,13113.6884765625
3961,0.1,45000,23410.3046875
3961,0.9,45000,2600.416748046875
3961,0.01,45000,25156.970703125
3963,0,45000,18811.322265625
3963,0.5,45000,9518.6689453125
3963,0.1,45000,16871.541015625
3963,0.9,45000,1877.1373291015625
3963,0.01,45000,18587.556640625
3973,0,45000,21996.677734375
3973,0.5,45000,11058.16015625
3973,0.1,45000,20052.7578125
3973,0.9,45000,2222.196044921875
3973,0.01,45000,21839.060546875
3977,0,45000,20770.970703125
3977,0.5,45000,10732.568359375
3977,0.1,45000,18946.333984375
3977,0.9,45000,2111.32666015625
3977,0.01,45000,20623.40234375
3979,0,45000,19973.169921875
3979,0.5,45000,10081.310546875
3979,0.1,45000,18119.61328125
3979,0.9,45000,2008.88037109375
3979,0.01,45000,19860.81640625
3981,0,45000,16275.4970703125
3981,0.5,45000,8604.6708984375
3981,0.1,45000,14991.3203125
3981,0.9,45000,1667.4456787109375
3981,0.01,45000,16124.4736328125
3983,0,45000,23499.544921875
3983,0.5,45000,11771.6826171875
3983,0.1,45000,21304.169921875
3983,0.9,45000,2362.96142578125
3983,0.01,45000,23278.7109375
3985,0,45000,20969.658203125
3985,0.5,45000,10931.5322265625
3985,0.1,45000,19363.521484375
3985,0.9,45000,2153.2255859375
3985,0.01,45000,20819.181640625
3991,0,45000,17429.162109375
3991,0.5,45000,8319.900390625
3991,0.1,45000,16473.82421875
3991,0.9,45000,1832.6002197265625
3991,0.01,45000,17366.1953125
3997,0,45000,12279.0185546875
3997,0.5,45000,6676.8056640625
3997,0.1,45000,11165.251953125
3997,0.9,45000,1243.2672119140625
3997,0.01,45000,12189.69140625
4009,0,45000,10503.3046875
4009,0.5,45000,5145.4013671875
4009,0.1,45000,9314.6728515625
4009,0.9,45000,1035.8741455078125
4009,0.01,45000,10438.302734375
4031,0,45000,18432.0078125
4031,0.5,45000,9571.3125
4031,0.1,45000,16951.81640625
4031,0.9,45000,1884.2835693359375
4031,0.01,45000,18342.896484375
4033,0,45000,14859.3037109375
4033,0.5,45000,6920.4638671875
4033,0.1,45000,12923.943359375
4033,0.9,45000,1425.8094482421875
4033,0.01,45000,14754.103515625
4037,0,45000,11848.32421875
4037,0.5,45000,6250.78271484375
4037,0.1,45000,10848.6875
4037,0.9,45000,1206.8360595703125
4037,0.01,45000,11752.177734375
4039,0,45000,16600.015625
4039,0.5,45000,8829.236328125
4039,0.1,45000,15022.02734375
4039,0.9,45000,1670.1456298828125
4039,0.01,45000,16474.34765625
4043,0,45000,18709.73828125
4043,0.5,45000,9376.62109375
4043,0.1,45000,17377.9609375
4043,0.9,45000,1928.8292236328125
4043,0.01,45000,18591.423828125
4045,0,45000,27394.63671875
4045,0.5,45000,13860.951171875
4045,0.1,45000,24673.78125
4045,0.9,45000,2744.812744140625
4045,0.01,45000,27127.92578125
4055,0,45000,22781.455078125
4055,0.5,45000,12477.5166015625
4055,0.1,45000,21230.115234375
4055,0.9,45000,2355.5908203125
4055,0.01,45000,22631.271484375
4061,0,45000,9661.2978515625
4061,0.5,45000,4972.18212890625
4061,0.1,45000,8752.0556640625
4061,0.9,45000,971.527099609375
4061,0.01,45000,9566.080078125
4063,0,45000,24239.826171875
4063,0.5,45000,11937.083984375
4063,0.1,45000,22136.98046875
4063,0.9,45000,2456.509033203125
4063,0.01,45000,24106.28125
4069,0,45000,19775.48828125
4069,0.5,45000,9810.7734375
4069,0.1,45000,18114.833984375
4069,0.9,45000,2015.8023681640625
4069,0.01,45000,19619.373046875
4083,0,45000,19194.646484375
4083,0.5,45000,9732.5537109375
4083,0.1,45000,17426.353515625
4083,0.9,45000,1930.9256591796875
4083,0.01,45000,19053.73046875
4087,0,45000,14458.30859375
4087,0.5,45000,7709.1787109375
4087,0.1,45000,13111.3486328125
4087,0.9,45000,1464.864501953125
4087,0.01,45000,14382.0732421875
4097,0,45000,19337.00390625
4097,0.5,45000,9559.2783203125
4097,0.1,45000,17411.572265625
4097,0.9,45000,1928.408935546875
4097,0.01,45000,19007.791015625
4101,0,45000,22484.4765625
4101,0.5,45000,11219.732421875
4101,0.1,45000,20223.66015625
4101,0.9,45000,2248.23779296875
4101,0.01,45000,22267.91015625
4103,0,45000,17956.291015625
4103,0.5,45000,8866.5517578125
4103,0.1,45000,16077.3583984375
4103,0.9,45000,1777.117431640625
4103,0.01,45000,17810.482421875
4105,0,45000,20189.455078125
4105,0.5,45000,10553.3779296875
4105,0.1,45000,18358.34765625
4105,0.9,45000,2044.0753173828125
4105,0.01,45000,19973.271484375
4109,0,45000,11228.3779296875
4109,0.5,45000,5746.1484375
4109,0.1,45000,10304.98046875
4109,0.9,45000,1144.5811767578125
4109,0.01,45000,11140.728515625
4115,0,45000,21598.849609375
4115,0.5,45000,11522.8046875
4115,0.1,45000,20518.845703125
4115,0.9,45000,2278.41552734375
4115,0.01,45000,21490.048828125
4117,0,45000,11289.58984375
4117,0.5,45000,5596.19384765625
4117,0.1,45000,10217.5068359375
4117,0.9,45000,1136.83349609375
4117,0.01,45000,11187.009765625
4119,0,45000,24616.513671875
4119,0.5,45000,12403.005859375
4119,0.1,45000,22234.208984375
4119,0.9,45000,2468.69384765625
4119,0.01,45000,24389.548828125
4121,0,45000,18879.986328125
4121,0.5,45000,9105.61328125
4121,0.1,45000,16996.677734375
4121,0.9,45000,1886.5203857421875
4121,0.01,45000,18698.466796875
4135,0,45000,24749.974609375
4135,0.5,45000,12248.96875
4135,0.1,45000,22547.4609375
4135,0.9,45000,2503.526123046875
4135,0.01,45000,24549.42578125
4141,0,45000,22004.1328125
4141,0.5,45000,11108.0419921875
4141,0.1,45000,20198.91796875
4141,0.9,45000,2245.39013671875
4141,0.01,45000,21919.283203125
4143,0,45000,20129.560546875
4143,0.5,45000,10568.1279296875
4143,0.1,45000,18324.068359375
4143,0.9,45000,2028.1402587890625
4143,0.01,45000,19959.0859375
4145,0,45000,20751.46875
4145,0.5,45000,11002.22265625
4145,0.1,45000,19088.220703125
4145,0.9,45000,2121.548583984375
4145,0.01,45000,20608.46875
4151,0,45000,22232.560546875
4151,0.5,45000,11203.900390625
4151,0.1,45000,20188.4921875
4151,0.9,45000,2248.84326171875
4151,0.01,45000,22054.06640625
4163,0,45000,15112.3349609375
4163,0.5,45000,7501.94921875
4163,0.1,45000,13903.3388671875
4163,0.9,45000,1541.26123046875
4163,0.01,45000,15028.1279296875
4169,0,45000,11576.52734375
4169,0.5,45000,5997.30517578125
4169,0.1,45000,10639.7646484375
4169,0.9,45000,1185.1671142578125
4169,0.01,45000,11468.7197265625
4171,0,45000,18343.412109375
4171,0.5,45000,8980.177734375
4171,0.1,45000,16591.353515625
4171,0.9,45000,1849.249755859375
4171,0.01,45000,18267.859375
4181,0,45000,21620.138671875
4181,0.5,45000,10625.0634765625
4181,0.1,45000,19191.369140625
4181,0.9,45000,2134.751953125
4181,0.01,45000,21483.349609375
4183,0,45000,21588.52734375
4183,0.5,45000,10958.65234375
4183,0.1,45000,19648.453125
4183,0.9,45000,2182.92431640625
4183,0.01,45000,21480.767578125
4187,0,45000,18161.837890625
4187,0.5,45000,8756.3076171875
4187,0.1,45000,16327.1396484375
4187,0.9,45000,1817.1787109375
4187,0.01,45000,18063.41796875
4189,0,45000,11434.0234375
4189,0.5,45000,5673.69677734375
4189,0.1,45000,10391.4931640625
4189,0.9,45000,1151.9749755859375
4189,0.01,45000,11355.166015625
4193,0,45000,14457.49609375
4193,0.5,45000,7251.25537109375
4193,0.1,45000,13047.1435546875
4193,0.9,45000,1448.1864013671875
4193,0.01,45000,14345.3330078125
4195,0,45000,25346.626953125
4195,0.5,45000,13547.7177734375
4195,0.1,45000,23660.3828125
4195,0.9,45000,2628.9140625
4195,0.01,45000,25189.98828125
4197,0,45000,16331.935546875
4197,0.5,45000,8622.8271484375
4197,0.1,45000,14977.6103515625
4197,0.9,45000,1665.1468505859375
4197,0.01,45000,16182.7578125
4207,0,45000,16008.6181640625
4207,0.5,45000,8006.587890625
4207,0.1,45000,14878.681640625
4207,0.9,45000,1648.3858642578125
4207,0.01,45000,16034.625
4213,0,45000,15228.8115234375
4213,0.5,45000,7048.01953125
4213,0.1,45000,12743.5966796875
4213,0.9,45000,1418.38818359375
4213,0.01,45000,14975.1123046875
4223,0,45000,19326.134765625
4223,0.5,45000,8786.1953125
4223,0.1,45000,17361.345703125
4223,0.9,45000,1929.32177734375
4223,0.01,45000,19255.05078125
4227,0,45000,21589.255859375
4227,0.5,45000,10975.9580078125
4227,0.1,45000,19662.818359375
4227,0.9,45000,2189.32275390625
4227,0.01,45000,21486.55078125
4237,0,45000,10725.6865234375
4237,0.5,45000,5624.4716796875
4237,0.1,45000,9704.724609375
4237,0.9,45000,1081.5247802734375
4237,0.01,45000,10661.330078125
4247,0,45000,20683.009765625
4247,0.5,45000,10812.2880859375
4247,0.1,45000,19108.53515625
4247,0.9,45000,2125.6279296875
4247,0.01,45000,20601.515625
4249,0,45000,11240.771484375
4249,0.5,45000,5428.7001953125
4249,0.1,45000,10385.2578125
4249,0.9,45000,1153.078369140625
4249,0.01,45000,11153.736328125
4265,0,45000,21364.365234375
4265,0.5,45000,10925.2197265625
4265,0.1,45000,19596.16796875
4265,0.9,45000,2179.38623046875
4265,0.01,45000,21205.19921875
4267,0,45000,24133.759765625
4267,0.5,45000,12218.1318359375
4267,0.1,45000,21952.99609375
4267,0.9,45000,2439.386962890625
